name,city,iata,icao,lat,lng
Preguiça Airport,Sao Nocolau Island,SNE,GVSN,16.5884,-24.2847
São Pedro Airport,Sao Vicente Island,VXE,GVSV,16.8332,-25.0553
Praia International Airport,"Praia, Santiago Island",RAI,GVNP,14.9245,-23.4935
São Filipe Airport,"Sao Filipe, Fogo Island",SFL,GVSF,14.885,-24.48
Gerrard Smith International Airport,Cayman Brac,CYB,MWCB,19.687,-79.8828
Owen Roberts International Airport,Georgetown,GCM,MWCR,19.2928,-81.3577
Edward Bodden Airfield,Little Cayman,LYB,MWCL,19.667,-80.1
Bangui M'Poko International Airport,Bangui,BGF,FEFF,4.3985,18.5188
Berbérati Airport,Berberati,BBT,FEFT,4.2216,15.7864
Gounda Airport,Gounda,GDA,,9.2722,21.1972
Abeche Airport,Abeche,AEH,FTTC,13.847,20.8443
Moundou Airport,Moundou,MQQ,FTTD,8.6244,16.0714
N'Djamena International Airport,N'djamena,NDJ,FTTJ,12.1337,15.034
Faya Largeau Airport,Faya-largeau,FYT,FTTY,17.9171,19.1111
Sarh Airport,Sarh,SRH,FTTA,9.1444,18.3744
Am Timan Airport,Am Timan,AMC,FTTN,11.034,20.274
Chacalluta Airport,Arica,ARI,SCAR,-18.3485,-70.3387
Balmaceda Airport,Balmaceda,BBA,SCBA,-45.9161,-71.6895
El Bosque Airport,Santiago,,SCBQ,-33.5618,-70.6884
Chile Chico Airport,Chile Chico,CCH,SCCC,-46.5833,-71.6874
El Loa Airport,Calama,CJC,SCCF,-22.4982,-68.9036
Gral. Bernardo O´Higgins Airport,Chillan,,SCCH,-36.5825,-72.0314
Pdte. carlos Ibañez del Campo Airport,Punta Arenas,PUQ,SCCI,-53.0026,-70.8546
Teniente Vidal Airport,Coyhaique,GXQ,SCCY,-45.5942,-72.1061
Diego Aracena Airport,Iquique,IQQ,SCDA,-20.5352,-70.1813
Comodoro Arturo Merino Benítez International Airport,Santiago,SCL,SCEL,-33.393,-70.7858
Cerro Moreno Airport,Antofagasta,ANF,SCFA,-23.4445,-70.4451
Capitan Fuentes Martinez Airport Airport,Porvenir,WPR,SCFM,-53.2537,-70.3192
Futaleufú Airport,Futaleufu,,SCFT,-43.1892,-71.8511
María Dolores Airport,Los Angeles,LSQ,SCGE,-37.4017,-72.4254
Guardiamarina Zañartu Airport,Puerto Williams,WPU,SCGZ,-54.9311,-67.6263
Carriel Sur Airport,Concepcion,CCP,SCIE,-36.7727,-73.0631
Mataveri Airport,Easter Island,IPC,SCIP,-27.1648,-109.422
Cañal Bajo Carlos - Hott Siebert Airport,Osorno,ZOS,SCJO,-40.6112,-73.061
Vallenar Airport,Vallenar,,SCLL,-28.5964,-70.756
De La Independencia Airport,Rancagua,,SCRG,-34.1737,-70.7757
La Florida Airport,La Serena,LSC,SCSE,-29.9162,-71.1995
Eulogio Sánchez Airport,Santiago,,SCTB,-33.4563,-70.5467
Maquehue Airport,Temuco,ZCO,SCTC,-38.7668,-72.6371
El Tepual Airport,Puerto Montt,PMC,SCTE,-41.4389,-73.094
Chaitén Airport,Chaiten,WCH,SCTN,-42.9328,-72.6991
Pichoy Airport,Valdivia,ZAL,SCVD,-39.65,-73.0861
Chamonate Airport,Copiapo,CPO,SCHA,-27.2969,-70.4131
Ricardo García Posada Airport,El Salvador,ESR,SCES,-26.3111,-69.7652
Pucón Airport,Pucon,ZPC,SCPC,-39.2928,-71.9159
Tte. Julio Gallardo Airport,Puerto Natales,PNT,SCNT,-51.6715,-72.5284
Viña del mar Airport,Vina del Mar,,SCVM,-32.9496,-71.4786
General Freire Airport,Curico,,SCIC,-34.9667,-71.2164
Isla San Felix Airport,Isla San Felix,,SCFX,-26.2939,-80.0962
Robinson Crusoe Airport,San Juan Bautista,,SCIR,-33.665,-78.9297
Caldera Airport,Caldera,,SCCL,-27.0781,-70.7953
San Pedro de Atacama Airport,San Pedro de Atacama,,SCPE,-22.9217,-68.1584
Mocopulli Airport,Castro,MHC,SCPQ,-42.3404,-73.7157
San Sebastián Airport,San Sebastian,,SCSS,-53.317,-68.65
Barriles Airport,Tocopilla,TOQ,SCBE,-22.1411,-70.0629
Cochrane Airport,Cochrane,LGR,SCHR,-47.2438,-72.5884
Chañaral Airport,Chañaral,CNR,SCRA,-26.3325,-70.6073
Panguilemo Airport,Talca,TLX,SCTL,-35.3778,-71.6017
Victoria Airport,Victoria,ZIC,SCTO,-38.2456,-72.3486
Las Breas Airport,Taltal,TTC,SCTT,-25.5643,-70.3759
Beijing Capital International Airport,Beijing,PEK,ZBAA,40.0801,116.585
Dongshan Airport,Hailar,HLD,ZBLA,49.205,119.825
Tianjin Binhai International Airport,Tianjin,TSN,ZBTJ,39.1244,117.346
Taiyuan Wusu Airport,Taiyuan,TYN,ZBYN,37.7469,112.628
Guangzhou Baiyun International Airport,Guangzhou,CAN,ZGGG,23.3924,113.299
Changsha Huanghua International Airport,Changcha,CSX,ZGHA,28.1892,113.22
Guilin Liangjiang International Airport,Guilin,KWL,ZGKL,25.2181,110.039
Nanning Wuxu Airport,Nanning,NNG,ZGNN,22.6083,108.172
Shenzhen Bao'an International Airport,Shenzhen,SZX,ZGSZ,22.6393,113.811
Zhengzhou Xinzheng International Airport,Zhengzhou,CGO,ZHCC,34.5197,113.841
Wuhan Tianhe International Airport,Wuhan,WUH,ZHHH,30.7838,114.208
Lanzhou Zhongchuan Airport,Lanzhou,LHW,ZLLL,36.5152,103.62
Xi'an Xianyang International Airport,Xi'an,XIY,ZLXY,34.4471,108.752
Xishuangbanna Gasa Airport,Jinghonggasa,JHG,ZPJH,21.9739,100.76
Kunming Changshui International Airport,Kunming,KMG,ZPPP,25.1019,102.9292
Xiamen Gaoqi International Airport,Xiamen,XMN,ZSAM,24.544,118.128
Nanchang Changbei International Airport,Nanchang,KHN,ZSCN,28.865,115.9
Fuzhou Changle International Airport,Fuzhou,FOC,ZSFZ,25.9351,119.663
Hangzhou Xiaoshan International Airport,Hangzhou,HGH,ZSHC,30.2295,120.434
Ningbo Lishe International Airport,Ninbo,NGB,ZSNB,29.8267,121.462
Nanjing Lukou Airport,Nanjing,NKG,ZSNJ,31.742,118.862
Hefei Luogang International Airport,Hefei,HFE,ZSOF,31.78,117.298
Liuting Airport,Qingdao,TAO,ZSQD,36.2661,120.374
Shanghai Hongqiao International Airport,Shanghai,SHA,ZSSS,31.1979,121.336
Yantai Laishan Airport,Yantai,YNT,ZSYT,37.4017,121.372
Chongqing Jiangbei International Airport,Chongqing,CKG,ZUCK,29.7192,106.642
Longdongbao Airport,Guiyang,KWE,ZUGY,26.5385,106.801
Chengdu Shuangliu International Airport,Chengdu,CTU,ZUUU,30.5785,103.947
Xichang Qingshan Airport,Xichang,XIC,ZUXC,27.9891,102.184
Kashgar Airport,Kashi,KHG,ZWSH,39.5429,76.02
Hotan Airport,Hotan,HTN,ZWTN,37.0385,79.8649
Ürümqi Diwopu International Airport,Urumqi,URC,ZWWW,43.9071,87.4742
Taiping Airport,Harbin,HRB,ZYHB,45.6234,126.25
Mudanjiang Hailang International Airport,Mudanjiang,MDG,ZYMD,44.5241,129.569
Zhoushuizi Airport,Dalian,DLC,ZYTL,38.9657,121.539
Shanghai Pudong International Airport,Shanghai,PVG,ZSPD,31.1434,121.805
Sanya Phoenix International Airport,Sanya,SYX,ZJSY,18.3029,109.412
Lijiang Airport,Lijiang,LJG,ZPLJ,26.68,100.246
Dali Airport,Dali,DLU,ZPDL,25.6494,100.319
Yinchuan Airport,Yinchuan,INC,ZLIC,38.4819,106.009
Lhasa Gonggar Airport,Lhasa,LXA,ZULS,29.2978,90.9119
Yaoqiang Airport,Jinan,TNA,ZSJN,36.8572,117.216
Changzhou Benniu Airport,Changzhou,CZX,ZSCG,31.9197,119.779
Yibin Caiba Airport,Yibin,YBP,ZUYB,28.8006,104.545
Haikou Meilan International Airport,Haikou,HAK,ZJHK,19.9349,110.459
Taoxian Airport,Shenyang,SHE,ZYTX,41.6398,123.483
Dongying Airport,Dongying,DOY,ZSDY,37.2716,118.2819
Luoyang Airport,Luoyang,LYA,ZHLY,34.7411,112.388
Xuzhou Guanyin Airport,Xuzhou,XUZ,ZSXZ,34.0591,117.5553
Jiuzhai Huanglong Airport,Jiuzhaigou,JZH,ZUJZ,32.8533,103.6822
Jieyang Chaoshan International Airport,Shantou,SWA,ZGOW,23.552,116.5033
Dunhuang Airport,Dunhuang,DNH,ZLDH,40.1611,94.8092
Longjia Airport,Changchun,CGQ,ZYCC,43.9962,125.685
Nantong Airport,Nantong,NTG,,32.0708,120.976
Beijing Nanyuan Airport,Beijing,NAY,ZBNY,39.7828,116.388
Chifeng Airport,Chifeng,CIF,ZBCF,42.235,118.908
Changzhi Airport,Changzhi,CIH,ZBCZ,36.2475,113.126
Datong Airport,Datong,DAT,ZBDT,40.0603,113.482
Baita International Airport,Hohhot,HET,ZBHH,40.8514,111.824
Baotou Airport,Baotou,BAV,ZBOW,40.56,109.997
Shijiazhuang Daguocun International Airport,Shijiazhuang,SJW,ZBSJ,38.2807,114.697
Tongliao Airport,Tongliao,TGO,ZBTL,43.5567,122.2
Ulanhot Airport,Ulanhot,HLH,ZBUL,46.1953,122.0083
Xilinhot Airport,Xilinhot,XIL,ZBXH,43.9156,115.964
Beihai Airport,Beihai,BHY,ZGBH,21.5394,109.294
Changde Airport,Changde,CGD,ZGCD,28.9189,111.64
Dayong Airport,Dayong,DYG,ZGDY,29.1028,110.443
Meixian Airport,Meixian,MXZ,ZGMX,24.35,116.133
Zhuhai Jinwan Airport,Zhuhai,ZUH,ZGSD,22.0064,113.376
Liuzhou Bailian Airport,Liuzhou,LZH,ZGZH,24.2075,109.391
Zhanjiang Airport,Zhanjiang,ZHA,ZGZJ,21.2144,110.358
Enshi Airport,Enshi,ENH,ZHES,30.3203,109.485
Nanyang Jiangying Airport,Nanyang,NNY,ZHNY,32.9808,112.615
Xiangyang Liuji Airport,Xiangfan,XFN,ZHXF,32.1506,112.291
Yichang Sanxia Airport,Yichang,YIH,ZHYC,30.5566,111.48
Ankang Wulipu Airport,Ankang,AKA,ZLAK,32.7081,108.931
Golmud Airport,Golmud,GOQ,ZLGM,36.4006,94.7861
Hanzhong Chenggu Airport,Hanzhong,HZG,ZLHZ,33.0636,107.008
Qingyang Airport,Qingyang,IQN,ZLQY,35.7997,107.603
Xining Caojiabu Airport,Xining,XNN,ZLXN,36.5275,102.043
Yan'an Ershilipu Airport,Yan'an,ENY,ZLYA,36.6369,109.554
Yulin Yuyang Airport,Yulin,UYN,ZLYL,38.3597,109.5909
Diqing Airport,Shangri-La,DIG,ZPDQ,27.7936,99.6772
Mangshi Airport,Luxi,LUM,ZPLX,24.4011,98.5317
Pu'er Simao Airport,Simao,SYM,ZPSM,22.7933,100.959
Zhaotong Airport,Zhaotong,ZAT,ZPZT,27.3256,103.755
Ganzhou Airport,Ganzhou,KOW,ZSGZ,25.8533,114.7789
Jingdezhen Airport,Jingdezhen,JDZ,ZSJD,29.3386,117.176
Jiujiang Lushan Airport,Jiujiang,JIU,ZSJJ,29.4769,115.8011
Quzhou Airport,Quzhou,JUZ,ZSJU,28.9658,118.899
Lianyungang Airport,Lianyungang,LYG,ZSLG,34.5717,118.8736
Huangyan Luqiao Airport,Huangyan,HYN,ZSLQ,28.5622,121.429
Shubuling Airport,Linyi,LYI,ZSLY,35.0461,118.412
Quanzhou Jinjiang International Airport,Quanzhou,JJN,ZSQZ,24.7964,118.59
Tunxi International Airport,Huangshan,TXN,ZSTX,29.7333,118.256
Weifang Airport,Weifang,WEF,ZSWF,36.6467,119.119
Weihai Airport,Weihai,WEH,ZSWH,37.1871,122.229
Sunan Shuofang International Airport,Wuxi,WUX,ZSWX,31.4944,120.429
Nanping Wuyishan Airport,Wuyishan,WUS,ZSWY,27.7019,118.001
Wenzhou Yongqiang Airport,Wenzhou,WNZ,ZSWZ,27.9122,120.852
Yancheng Airport,Yancheng,YNZ,ZSYN,33.4258,120.2031
Yiwu Airport,Yiwu,YIW,ZSYW,29.3447,120.032
Zhoushan Airport,Zhoushan,HSN,ZSZS,29.9342,122.362
Qamdo Bangda Airport,Bangda,BPX,ZUBD,30.5536,97.1083
Dachuan Airport,Dazhou,DAX,ZUDX,31.1302,107.4295
Guangyuan Airport,Guangyuan,GYS,ZUGU,32.3911,105.702
Luzhou Airport,Luzhou,LZO,ZULZ,28.8522,105.393
Mianyang Airport,Mianyang,MIG,ZUMY,31.4281,104.741
Nanchong Airport,Nanchong,NAO,ZUNC,30.7955,106.1626
Nyingchi Airport,Nyingchi,LZY,ZUNZ,29.3033,94.3353
Wanxian Airport,Wanxian,WXN,ZUWX,30.8017,108.433
Aksu Airport,Aksu,AKU,ZWAK,41.2625,80.2917
Qiemo Airport,Qiemo,IQM,ZWCM,38.1494,85.5328
Kuqa Airport,Kuqa,KCA,ZWKC,41.7181,82.9869
Korla Airport,Korla,KRL,ZWKL,41.6978,86.1289
Karamay Airport,Karamay,KRY,ZWKM,45.4666,84.9527
Yining Airport,Yining,YIN,ZWYN,43.9558,81.3303
Heihe Airport,Heihe,HEK,ZYHE,50.1716,127.3089
Jiamusi Airport,Jiamusi,JMU,ZYJM,46.8434,130.465
Jinzhou Airport,Jinzhou,JNZ,ZYJZ,41.1014,121.062
Qiqihar Sanjiazi Airport,Qiqihar,NDG,ZYQQ,47.2396,123.918
Yanji Chaoyangchuan Airport,Yanji,YNJ,ZYYJ,42.8828,129.451
Anqing Tianzhushan Airport,Anqing,AQG,ZSAQ,30.5822,117.05
Jing Gang Shan Airport,Ji An,JGS,,26.8997,114.7375
Shanhaiguan Airport,Qinhuangdao,SHP,ZBSH,39.9681,119.731
Yuncheng Guangong Airport,Yuncheng,YCU,ZBYC,35.1164,111.0314
Lanzhou City Airport,Lanzhou,,ZLAN,36.0333,103.8667
Jiayuguan Airport,Jiayuguan,JGN,ZLJQ,39.8569,98.3414
Ordos Ejin Horo Airport,Dongsheng,DSN,ZBDS,39.49,109.8614
Hami Airport,Hami,HMI,ZWHM,42.8414,93.6692
Wuzhou Changzhoudao Airport,Wuzhou,WUZ,ZGWZ,23.4567,111.248
Tacheng Airport,Tacheng,TCG,ZWTC,46.6725,83.3408
Chaoyang Airport,Chaoyang,CHG,ZYCY,41.5381,120.435
Daqing Saertu Airport,Daqing,DAQ,,46.5833,125
Gu-Lian Airport,Mohe County,OHE,ZYMH,52.9128,122.43
Jining Qufu Airport,Jining,JNG,ZLJN,35.2928,116.3467
Altay Airport,Altay,AAT,ZWAT,47.8667,88.1167
Wuhai Airport,Wuhai,WUA,ZBUH,39.7934,106.7993
Tongren Fenghuang Airport,Tongren,TEN,ZUTR,27.8833,109.3089
Xi'an Xiguan Airport,Xi\\'AN,SIA,ZLSN,34.3767,109.12
Fuyang Xiguan Airport,Fuyang,FUG,ZSFY,32.8822,115.7344
Longyan Guanzhishan Airport,Longyan,LCX,ZSLD,25.6747,116.747
Baoshan Airport,Baoshan,BSD,ZPBS,25.0533,99.1683
Xingyi Airport,Xingyi,ACX,ZUYI,25.0864,104.9594
Liping Airport,Liping,HZH,ZUNP,26.3222,109.1499
Zhijiang Airport,Zhijiang,HJJ,ZGCJ,27.4411,109.7
Lincang Airport,Lincang,LNJ,ZPLC,23.7383,100.025
Wenshan Airport,Wenshan,WNH,,23.3758,104.2431
Tengchong Tuofeng Airport,Tengchong,TCZ,ZUTC,24.9381,98.4858
Yushu Batang Airport,Yushu,YUS,ZYLS,32.8364,97.0364
Huai An Lianshui Airport,Huai An,HIA,ZSSH,33.7772,119.1478
Ngari Gunsa Airport,Shiquanhe,NGQ,ZUAL,32.1,80.0531
Zhongwei Shapotou Airport,Zhongwei,ZHY,ZLZW,37.5731,105.1545
Kanas Airport,Burqin,KJI,ZWKN,48.2223,86.9959
Handan Airport,Handan,HDG,ZBHD,36.5258,114.4256
Jixi Xingkaihu Airport,Jixi,JXA,ZYJX,45.293,131.193
Shigatse Peace Airport,Shigatse,RKZ,ZURK,29.3517,89.3069
All Airports,Beijing,BJS,,39.9042,116.4072
Longhua Airport,Shanghai,,ZSSL,31.1669,121.4536
Bayannur Tianjitai Airport,Bayannur,RLK,ZBYZ,40.926,107.7428
Yongning Air Base,Beijing,,CN-0,40.5031,116.108
Changbaishan Airport,Baishan,NBS,,42.0881,127.5489
Lingling Airport,Yongzhou,LLF,ZGLG,26.3387,111.61
Yangzhou Taizhou Airport,Yangzhou,YTY,ZSYA,32.5634,119.7198
Tianshui Airport,Tianshui,THQ,ZLTS,34.333,105.514
Kangding Airport,Kangding,KGT,ZUKD,30.1575,101.7347
Turpan Jiaohe Airport,Turpan,TLQ,ZWTP,43.0308,89.0987
Guyuan Liupanshan Airport,Guyuan,GYU,ZLGY,36.0789,106.2169
Changhai Airport,Changhai,CNI,ZYCH,39.2667,122.6669
Jiagedaqi Airport,Jiagedaqi District,JGD,,50.375,124.117
Bijie Feixiong Airport,Bijie,BFJ,ZUBJ,27.2671,105.4721
Yichun Mingyueshan Airport,Yichun,YIC,ZSYC,27.8025,114.3062
Gannan Xiahe Airport,Xiahe city,GXH,ZLXH,34.8105,102.6447
Xinyuan Nalati Airport,Xinyuan,NLT,ZWNL,43.4318,83.3786
Chizhou Jiuhuashan Airport,Chizhou,JUH,ZSJH,30.7403,117.6867
Anshan Air Base,Anshan,AOG,ZYAS,41.1053,122.854
Daqing Sartu Airport,Daqing,DQA,ZYDQ,46.5872,125.2283
Zunyi Xinzhou Airport,Zunyi,ZYI,ZUZY,27.5895,107.0007
Lindu Airport,Yinchun,LDS,ZYLD,47.7521,129.0191
Anshun Huangguoshu Airport,Anshun,AVA,ZUAS,26.2606,105.8733
Tonghua Sanyuanpu Airport,Tonghua,TNH,ZYTN,42.2539,125.7033
Suzhou Guangfu Airport,Suzhou,SZV,ZSSZ,31.2631,120.401
Erenhot Saiwusu International Airport,Erenhot,ERL,ZBER,43.4225,112.0967
Hechi Jinchengjiang Airport,Hechi,HCJ,ZGHC,24.805,107.6997
Dongji Aiport,Fuyuan,FYJ,ZYFY,48.1995,134.3664
Kaili Airport,Kaili,KJH,ZUKJ,26.972,107.988
Shennongjia Hongping Airport,Shennongjia,HPG,ZHSN,31.626,110.34
Arxan Yi'ershi Airport,Arxan,YIE,ZBES,47.3106,119.9117
Hengyang Nanyue Airport,Hengyang,HNY,ZGHY,26.9053,112.628
Alashankou Bole (Bortala) airport,Bole,BPL,ZWAX,44.895,82.3
Fuyun Koktokay Airport,Fuyun,FYN,ZWFY,46.8119,89.5555
Guangzhou MR Air Base,Guanghua,LHK,ZHGH,32.3894,111.695
Shiyan Wudangshan Airport,Shiyan,WDS,ZHSY,32.5917,110.9078
Huatugou Airport,Mengnai,HTT,ZLHX,38.202,90.8415
Bengbu Airport,Bengbu,BFU,ZSBB,32.8477,117.3202
Rugao Air Base,Rugao,RUG,ZSRG,32.2579,120.5017
Wuhu Air Base,Wuhu,WHU,ZSWU,31.3906,118.409
Shanshan Airport,Shanshan,SXJ,ZWSS,42.9117,90.2475
Yingkou Lanqi Airport,Yingkou,YKH,ZYYK,40.5425,122.3586
Shenyang Dongta Airport,Shenyang,,ZYYY,41.7844,123.496
Christmas Island Airport,Christmas Island,XCH,YPXM,-10.4506,105.69
Cocos (Keeling) Islands Airport,Cocos Keeling Island,CCK,YPCC,-12.1883,96.8339
El Eden Airport,Armenia,AXM,SKAR,4.4528,-75.7664
Tres De Mayo Airport,Puerto Asis,PUU,SKAS,0.5052,-76.5008
Las Flores Airport,El Banco,,SKBC,9.0455,-73.9749
Palonegro Airport,Bucaramanga,BGA,SKBG,7.1265,-73.1848
El Dorado International Airport,Bogota,BOG,SKBO,4.7016,-74.1469
Ernesto Cortissoz International Airport,Barranquilla,BAQ,SKBQ,10.8896,-74.7808
José Celestino Mutis Airport,Bahia Solano,BSC,SKBS,6.2029,-77.3947
Gerardo Tobar López Airport,Buenaventura,BUN,SKBU,3.8196,-76.9898
Camilo Daza International Airport,Cucuta,CUC,SKCC,7.9276,-72.5115
Rafael Nuñez International Airport,Cartagena,CTG,SKCG,10.4424,-75.513
Alfonso Bonilla Aragon International Airport,Cali,CLO,SKCL,3.5432,-76.3816
La Florida Airport,Tumaco,TCO,SKCO,1.8144,-78.7492
Las Brujas Airport,Corozal,CZU,SKCZ,9.3327,-75.2856
Yariguíes Airport,Barrancabermeja,EJA,SKEJ,7.0243,-73.8068
Gustavo Artunduaga Paredes Airport,Florencia,FLA,SKFL,1.5892,-75.5644
Santiago Vila Airport,Girardot,,SKGI,4.2762,-74.7967
Juan Casiano Airport,Guapi,GPI,SKGP,2.5701,-77.8986
Guaymaral Airport,Guaymaral,,SKGY,4.8123,-74.0649
Perales Airport,Ibague,IBE,SKIB,4.4216,-75.1333
San Luis Airport,Ipiales,IPI,SKIP,0.8619,-77.6718
Antonio Roldan Betancourt Airport,Carepa,APO,SKLC,7.812,-76.7164
Jorge Isaac Airport,La Mina,,SKLM,11.2325,-72.4901
Alfredo Vásquez Cobo International Airport,Leticia,LET,SKLT,-4.1936,-69.9432
Enrique Olaya Herrera Airport,Medellin,EOH,SKMD,6.2205,-75.5906
Baracoa Airport,Magangue,MGN,SKMG,9.2847,-74.8461
Los Garzones Airport,Monteria,MTR,SKMR,8.8237,-75.8258
Fabio Alberto Leon Bentley Airport,Mitu,MVP,SKMU,1.2537,-70.2339
La Nubia Airport,Manizales,MZL,SKMZ,5.0296,-75.4647
Benito Salas Airport,Neiva,NVA,SKNV,2.9502,-75.294
Aguas Claras Airport,Ocana,OCV,SKOC,8.3151,-73.3583
Otu Airport,Otu,OTU,SKOT,7.0104,-74.7155
Puerto Bolívar Airport,Puerto Bolivar,,SKPB,12.2215,-71.9848
German Olano Airport,Puerto Carreno,PCR,SKPC,6.1847,-67.4932
Matecaña International Airport,Pereira,PEI,SKPE,4.8127,-75.7395
Pitalito Airport,Pitalito,,SKPI,1.8578,-76.0857
Guillermo León Valencia Airport,Popayan,PPN,SKPP,2.4544,-76.6093
Antonio Narino Airport,Pasto,PSO,SKPS,1.3963,-77.2915
El Embrujo Airport,Providencia,PVA,SKPV,13.3569,-81.3583
Mariquita Airport,Mariquita,,SKQU,5.2126,-74.8836
Jose Maria Córdova International Airport,Rio Negro,MDE,SKRG,6.1645,-75.4231
Almirante Padilla Airport,Rio Hacha,RCH,SKRH,11.5262,-72.926
Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,SJE,SKSJ,2.5797,-72.6394
Simón Bolívar International Airport,Santa Marta,SMR,SKSM,11.1196,-74.2306
Gustavo Rojas Pinilla International Airport,San Andres Island,ADZ,SKSP,12.5836,-81.7112
Eduardo Falla Solano Airport,San Vincente De Caguan,SVI,SKSV,2.1522,-74.7663
Gustavo Vargas Airport,Tame,TME,SKTM,6.4511,-71.7603
Santiago Perez Airport,Arauca,AUC,SKUC,7.0689,-70.7369
El Caraño Airport,Quibdo,UIB,SKUI,5.6908,-76.6412
Heriberto Gíl Martínez Airport,Tulua,ULQ,SKUL,4.0884,-76.2351
Alfonso López Pumarejo Airport,Valledupar,VUP,SKVP,10.435,-73.2495
Vanguardia Airport,Villavicencio,VVC,SKVV,4.1679,-73.6138
Tarapacá Airport,Tarapacá,TCD,,-2.867,-69.733
Santa Ana Airport,Cartago,CRC,SKGO,4.7582,-75.9557
La Jagua Airport,Garzón,GLJ,SKGZ,2.1464,-75.6944
Caucaya Airport,Puerto Leguízamo,LQM,SKLG,-0.1823,-74.7708
La Pedrera Airport,La Pedrera,LPD,SKLP,-1.3286,-69.5797
Reyes Murillo Airport,Nuquí,NQU,SKNQ,5.6964,-77.2806
Obando Airport,Puerto Inírida,PDA,SKPD,3.8535,-67.9062
El Yopal Airport,Yopal,EYP,SKYP,5.3191,-72.384
Araracuara Airport,Araracuara,ACR,SKAC,-0.5833,-72.4083
Alcides Fernández Airport,Acandi,ACD,SKAD,8.5167,-77.3
Los Colonizadores Airport,Saravena,RVE,SKSA,6.9519,-71.8572
La Chorrera Airport,La Chorrera,LCR,,-0.7333,-73.0167
Villa Garzón Airport,Villa Garzon,VGZ,SKVG,0.9788,-76.6056
El Bagre Airport,El Bagre,EBG,SKEB,7.5965,-74.8089
Juan H White Airport,Caucasia,CAQ,SKCU,7.9685,-75.1985
Mandinga Airport,Condoto,COG,SKCD,5.0833,-76.7
Golfo de Morrosquillo Airport,Tolu,TLU,SKTL,9.5095,-75.5854
Capurganá Airport,Capurgana,CPB,SKCA,8.6333,-77.35
Gomez Nino Apiay Air Base,Apiay,API,SKAP,4.0761,-73.5627
Coveñas Airport,Coveñas,CVE,SKCV,9.4009,-75.6913
German Olano Air Base,La Dorada,PAL,SKPQ,5.4836,-74.6574
Paz De Ariporo Airport,Paz De Ariporo,PZA,SKPZ,5.8762,-71.8866
Tunja Airport,Tunja,,SKTJ,5.5414,-73.3445
Tres Esquinas Air Base,Tres Esquinas,TQS,SKTQ,0.7459,-75.234
Marandúa Air Base,Marandúa,MQZ,SKUA,5.5245,-68.6856
Prince Said Ibrahim International Airport,Moroni,HAH,FMCH,-11.5337,43.2719
Mohéli Bandar Es Eslam Airport,Moheli,NWA,FMCI,-12.2981,43.7664
Ouani Airport,Anjouan,AJN,FMCV,-12.1317,44.4303
Iconi Airport,Moroni,YVA,FMCN,-11.7108,43.2439
Maya-Maya Airport,Brazzaville,BZV,FCBB,-4.2517,15.253
Pointe Noire Airport,Pointe-noire,PNR,FCPP,-4.816,11.8866
Ngot Nzoungou Airport,Loubomo,DIS,FCPL,-4.2064,12.6599
Owando Airport,Owando,FTX,FCOO,-0.5314,15.9501
Ouesso Airport,Ouesso,OUE,FCOU,1.616,16.0379
Ndjili International Airport,Kinshasa,FIH,FZAA,-4.3857,15.4446
Ndolo Airport,Kinshasa,NLO,FZAB,-4.3267,15.3275
Muanda Airport,Muanda,MNB,FZAG,-5.9309,12.3518
Kitona Base Airport,Kitona Base,,FZAI,-5.9181,12.4477
Bandundu Airport,Bandoundu,FDU,FZBO,-3.3113,17.3817
Kikwit Airport,Kikwit,KKW,FZCA,-5.0358,18.7856
Mbandaka Airport,Mbandaka,MDK,FZEA,0.0226,18.2887
Gbadolite Airport,Gbadolite,BDT,FZFD,4.2532,20.9753
Gemena Airport,Gemena,GMA,FZFK,3.2354,19.7713
Kotakoli Airport,Kotakoli,,FZFP,4.1576,21.6509
Lisala Airport,Lisala,LIQ,FZGA,2.1707,21.4969
Bangoka International Airport,Kisangani,FKI,FZIC,0.4816,25.338
Matari Airport,Isiro,IRP,FZJH,2.8276,27.5883
Bunia Airport,Bunia,BUX,FZKA,1.5657,30.2208
Buta Zega Airport,Buta Zega,,FZKJ,2.8184,24.7937
Bukavu Kavumu Airport,Bukavu/kavumu,BKY,FZMA,-2.309,28.8088
Goma International Airport,Goma,GOM,FZNA,-1.6708,29.2385
Kindu Airport,Kindu,KND,FZOA,-2.9192,25.9154
Lubumbashi International Airport,Lubumashi,FBM,FZQA,-11.5913,27.5309
Kolwezi Airport,Kolwezi,KWZ,FZQM,-10.7659,25.5057
Kalemie Airport,Kalemie,FMI,FZRF,-5.8756,29.25
Kamina Base Airport,Kamina Base,KMN,FZSA,-8.642,25.2529
Kananga Airport,Kananga,KGA,FZUA,-5.9001,22.4692
Mbuji Mayi Airport,Mbuji-mayi,MJM,FZWA,-6.1212,23.569
Boma Airport,Boma,BOA,FZAJ,-5.854,13.064
Tshimpi Airport,Matadi,MAT,FZAM,-5.7996,13.4404
Inongo Airport,Inongo,INO,FZBA,-1.9472,18.2858
Nioki Airport,Nioki,NIO,FZBI,-2.7175,17.6847
Basango Mboliasa Airport,Kiri,KRZ,FZBT,-1.435,19.024
Basankusu Airport,Basankusu,BSU,FZEN,1.2247,19.7889
Tshikapa Airport,Tshikapa,TSH,FZUK,-6.4383,20.7947
